chr13	40445486	40445914	.	1000	.	459.27280	-1.00000	4.91851	253	5.00	5.00	40445555	40445871	178.21922	180	40445474	40445914	288.05261	241
chr10	5840317	5840603	.	1000	.	381.92573	-1.00000	4.91851	150	5.00	5.00	5840356	5840568	135.60619	111	5840315	5840605	245.89642	152
chr1	109112668	109112960	.	1000	.	374.28809	-1.00000	4.91851	147	5.00	5.00	109112708	109112923	130.93105	103	109112670	109112955	244.29969	135
chr1	150629142	150629419	.	1000	.	363.41930	-1.00000	4.91851	137	5.00	5.00	150629181	150629376	135.02694	98	150629142	150629423	231.59348	137
chr10	110356570	110356932	.	1000	.	365.10178	-1.00000	4.91851	188	5.00	5.00	110356626	110356872	131.82485	123	110356581	110356928	234.49480	175
chr1	30754725	30755013	.	1000	.	335.95342	-1.00000	4.91851	145	5.00	5.00	30754779	30754969	121.85007	90	30754725	30755012	216.24048	137
chr10	132320186	132320459	.	1000	.	310.71355	-1.00000	4.91851	130	5.00	5.00	132320223	132320425	108.42973	114	132320188	132320447	207.60645	128
chr12	53324762	53325040	.	1000	.	315.26438	-1.00000	4.91851	130	5.00	5.00	53324796	53324993	129.13460	90	53324771	53325041	185.88027	139
chr10	71836188	71836506	.	1000	.	294.26193	-1.00000	4.91851	143	5.00	5.00	71836245	71836432	109.17063	83	71836184	71836508	185.24921	160
chr1	120176367	120176632	.	1000	.	294.13694	-1.00000	4.91851	115	5.00	5.00	120176415	120176581	80.88352	67	120176365	120176635	213.46321	144
chr13	40589731	40589998	.	1000	.	290.37282	-1.00000	4.91851	127	5.00	5.00	40589773	40589940	104.56487	93	40589733	40590000	188.07729	126
chr15	85584132	85584422	.	1000	.	290.89536	-1.00000	4.91851	133	5.00	5.00	85584193	85584348	81.97980	72	85584132	85584418	210.46572	143
chr10	123398335	123398610	.	1000	.	294.20121	-1.00000	4.91851	131	5.00	5.00	123398392	123398565	94.38785	74	123398335	123398607	194.97633	129
chr12	123365702	123365980	.	1000	.	280.93471	-1.00000	4.91851	145	5.00	5.00	123365757	123365946	114.38020	98	123365702	123365975	174.59741	132
chr15	44195228	44195488	.	1000	.	289.77251	-1.00000	4.91851	134	5.00	5.00	44195274	44195451	104.11951	86	44195229	44195490	184.82878	133
chr10	95295216	95295518	.	1000	.	285.84678	-1.00000	4.91851	161	5.00	5.00	95295288	95295468	96.25809	90	95295218	95295518	189.96098	161
chr13	99376144	99376410	.	1000	.	287.16375	-1.00000	4.91851	142	5.00	5.00	99376184	99376380	104.56182	102	99376155	99376405	179.80295	127
chr13	48562370	48562642	.	1000	.	277.68306	-1.00000	4.91851	149	5.00	5.00	48562440	48562583	77.85715	81	48562368	48562642	200.46160	136
chr1	167803344	167803597	.	1000	.	273.24106	-1.00000	4.91851	135	5.00	5.00	167803377	167803553	86.53853	96	167803348	167803592	189.83628	134
chr14	25132831	25133117	.	1000	.	274.05480	-1.00000	4.91851	150	5.00	5.00	25132888	25133083	85.17474	94	25132828	25133117	188.49643	153
chr15	31230864	31231142	.	1000	.	268.45630	-1.00000	4.91851	141	5.00	5.00	31230911	31231101	78.93992	105	31230871	31231140	190.57685	146
chr11	118011004	118011299	.	1000	.	265.68356	-1.00000	4.91851	133	5.00	5.00	118011047	118011193	81.88560	89	118011004	118011292	182.51020	130
chr11	1854997	1855289	.	1000	.	265.98501	-1.00000	4.91851	160	5.00	5.00	1855060	1855249	104.45284	94	1854996	1855287	159.55785	161
chr12	28190663	28190938	.	1000	.	260.91159	-1.00000	4.91851	149	5.00	5.00	28190711	28190855	73.97834	85	28190660	28190941	189.10593	150
chr12	116559736	116560059	.	1000	.	251.14857	-1.00000	4.91851	158	5.00	5.00	116559797	116560004	70.92438	108	116559732	116560048	187.86783	161
chr16	10891702	10891989	.	1000	.	255.66475	-1.00000	4.91851	149	5.00	5.00	10891763	10891935	78.47393	98	10891702	10891990	179.76132	135
chr1	186082371	186082641	.	1000	.	260.13696	-1.00000	4.91851	125	5.00	5.00	186082428	186082546	56.40044	72	186082366	186082636	200.03946	130
chr1	115729874	115730116	.	1000	.	249.82208	-1.00000	4.91851	126	5.00	5.00	115729909	115730068	74.90421	73	115729875	115730119	175.90743	132
chr13	110712225	110712507	.	1000	.	251.20586	-1.00000	4.91851	137	5.00	5.00	110712279	110712457	82.09846	75	110712221	110712502	168.61398	141
chr10	6300126	6300410	.	1000	.	253.31587	-1.00000	4.91851	149	5.00	5.00	6300211	6300339	69.73272	65	6300127	6300413	180.66146	142
chr10	78303454	78303723	.	1000	.	248.75962	-1.00000	4.91851	140	5.00	5.00	78303497	78303686	80.82221	98	78303459	78303725	166.45125	145
chr1	24536573	24536827	.	1000	.	246.45117	-1.00000	4.91851	127	5.00	5.00	24536625	24536769	77.99209	77	24536576	24536824	167.76455	122
chr12	122637899	122638153	.	1000	.	242.66212	-1.00000	4.91851	127	5.00	5.00	122637931	122638083	77.82546	95	122637901	122638148	165.76714	121
chr15	85692930	85693194	.	1000	.	243.40559	-1.00000	4.91851	120	5.00	5.00	85692992	85693153	67.22745	55	85692928	85693193	175.94498	121
chr15	40807434	40807686	.	1000	.	243.35324	-1.00000	4.91851	128	5.00	5.00	40807464	40807647	92.64753	89	40807437	40807682	150.38158	124
chr10	44260390	44260650	.	1000	.	241.41583	-1.00000	4.91851	114	5.00	5.00	44260450	44260584	65.98241	53	44260390	44260649	175.82836	120
chr1	110347254	110347501	.	1000	.	238.80267	-1.00000	4.91851	134	5.00	5.00	110347294	110347469	91.26135	96	110347255	110347491	149.90002	131
chr11	72822578	72822839	.	1000	.	240.80527	-1.00000	4.91851	133	5.00	5.00	72822623	72822771	78.97275	88	72822571	72822836	160.29148	136
chr15	67762861	67763121	.	1000	.	238.20565	-1.00000	4.91851	132	5.00	5.00	67762922	67763076	86.98808	74	67762863	67763116	151.49679	130
chr1	16367708	16367966	.	1000	.	236.75228	-1.00000	4.91851	132	5.00	5.00	16367747	16367932	86.71964	103	16367708	16367961	150.00333	125
chr10	70880092	70880316	.	1000	.	235.12092	-1.00000	4.91851	104	5.00	5.00	70880141	70880268	76.34777	50	70880095	70880317	160.24405	102
chr15	63474886	63475164	.	1000	.	230.27823	-1.00000	4.91851	140	5.00	5.00	63474946	63475107	71.09809	87	63474886	63475159	163.09230	141
chr15	31326496	31326785	.	1000	.	235.25796	-1.00000	4.91851	129	5.00	5.00	31326556	31326703	71.50632	87	31326508	31326783	162.62077	117
chr16	11308902	11309169	.	1000	.	232.54643	-1.00000	4.91851	135	5.00	5.00	11308995	11309106	60.06424	55	11308894	11309172	173.28154	143
chr15	60678732	60678967	.	1000	.	233.18710	-1.00000	4.91851	112	5.00	5.00	60678810	60678921	66.25990	57	60678728	60678966	167.05722	114
chr11	63567116	63567370	.	1000	.	232.55647	-1.00000	4.91851	125	5.00	5.00	63567157	63567322	81.19231	87	63567114	63567347	150.30976	127
chr15	99755826	99756059	.	1000	.	228.74778	-1.00000	4.91851	122	5.00	5.00	99755860	99756023	89.92088	74	99755834	99756051	139.18242	114
chr12	108633628	108633914	.	1000	.	230.67928	-1.00000	4.91851	139	5.00	5.00	108633669	108633822	78.41851	85	108633640	108633901	150.68439	130
chr1	235954770	235955066	.	1000	.	224.21852	-1.00000	4.91851	157	5.00	5.00	235954830	235955016	73.38666	93	235954782	235955068	152.62585	154
chr10	125064742	125065128	.	1000	.	225.02723	-1.00000	4.91851	163	5.00	5.00	125064830	125064968	56.58208	75	125064751	125065123	168.11167	146
chr11	111417167	111417444	.	1000	.	220.17033	-1.00000	4.91851	141	5.00	5.00	111417260	111417361	52.98434	37	111417174	111417440	167.99796	134
chr15	67085806	67086161	.	1000	.	218.46580	-1.00000	4.91851	174	5.00	5.00	67085853	67086089	56.82106	118	67085800	67086152	163.53922	167
chr14	93959382	93959711	.	1000	.	222.13317	-1.00000	4.91851	165	5.00	5.00	93959501	93959616	55.29934	48	93959376	93959713	162.13193	182
chr13	59734422	59734681	.	1000	.	217.10616	-1.00000	4.91851	131	5.00	5.00	59734462	59734592	79.46346	77	59734435	59734677	135.58183	118
chr11	119101718	119101986	.	1000	.	218.62384	-1.00000	4.91851	127	5.00	5.00	119101767	119101950	80.90104	78	119101722	119101982	133.60939	119
chr14	95661929	95662183	.	1000	.	209.06706	-1.00000	4.91851	125	5.00	5.00	95661984	95662101	61.31387	72	95661930	95662182	152.26925	108
chr11	118870748	118871028	.	1000	.	216.27450	-1.00000	4.91851	144	5.00	5.00	118870826	118870965	65.27966	70	118870751	118871025	145.79028	141
chr13	110471839	110472112	.	1000	.	206.17189	-1.00000	4.91851	139	5.00	5.00	110471923	110472079	55.27795	77	110471851	110472094	153.81142	126
chr14	55027146	55027411	.	1000	.	206.52072	-1.00000	4.91851	122	5.00	5.00	55027193	55027338	66.21527	95	55027148	55027423	142.72064	120
chr13	42548742	42549036	.	1000	.	213.36393	-1.00000	4.91851	136	5.00	5.00	42548830	42548968	74.35343	48	42548742	42549002	134.47648	139
chr16	28931754	28932010	.	1000	.	208.43279	-1.00000	4.91851	136	5.00	5.00	28931841	28931944	45.19040	47	28931751	28932010	162.32651	134
chr12	8648670	8648929	.	1000	.	209.14693	-1.00000	4.91851	127	5.00	5.00	8648688	8648924	44.94827	118	8648678	8648927	162.56568	120
chr11	16613672	16613908	.	1000	.	204.38058	-1.00000	4.91851	138	5.00	5.00	16613730	16613866	72.72421	48	16613696	16613904	131.14503	111
chr16	28193246	28193479	.	1000	.	203.09800	-1.00000	4.91851	113	5.00	5.00	28193292	28193425	64.41779	77	28193247	28193474	136.30221	105
chr10	5862460	5862722	.	1000	.	200.77951	-1.00000	4.91851	137	5.00	5.00	5862551	5862668	58.00903	57	5862466	5862720	142.42711	132
